fecha_publicacion	titular_texto
20181221	Sánchez se rinde a Torra y promete "respuesta democrática" a Cataluña sin citar la Constitución
20181221	Así fracasó la huelga de los presos del 'procés'
20181221	En directo: los CDR cortan más de una veintena de carreteras en toda Cataluña
20181221	La Guardia Civil sospecha que Montoya golpeó en su casa a Laura con una barra de hierro
20181221	Mattis dimite como secretario de Defensa de EEUU tras la retirada de Siria
20181221	Las medidas de Sánchez disparan el gasto en 9.000 millones desde enero
20181221	Esto es lo que le espera al mercado inmobiliario durante 2019
20181221	El 'anisakis' de la carne ya está en España
20181221	¿Cobraré ayudas y el paro si me toca El Gordo? ¿Cuánto para Hacienda?
20181221	Reabre el aeropuerto de Gatwick tras el sabotaje con drones que sembró el caos
20181221	David Marqués: "Todos tenemos una discapacidad: llámala miedo, llámala ego..."
20181221	Los secretos de Llorente: dieta paleolítica y una cama inteligente
20181221	Matan a un hombre a disparos junto a un hospital en Vallecas
20181221	La mujer agredida: "Me hice la muerta para que dejara de acuchillarme"
20181221	El IS lleva a Marruecos sus crueles métodos contra los occidentales
20181221	Lucas Hernández y el Atlético, cuando el dinero no da la felicidad
20181221	Empujones e insultos en el Congreso por las hipotecas
20181221	La Guardia Urbana abate a tiros a un perro callejero
20181221	Detenido por apuñalar a una mujer en un permiso carcelario
20181221	Montoya asesinó a una anciana e intentó violar a una joven
20181221	Miriam Saavedra y la 'venganza' de la ganadora de GH VIP
20181221	El regreso de Mary Poppins: ¡Felicidades!
20181221	El bar de copas más pequeño del mundo está en Milán
20181221	El vino y el humor, los límites del idealismo
20181221	Los mejores disfraces para la San Silvestre
20181221	Facebook se hunde, ¿es Instagram la siguiente?
20181221	Los mitos que rodean al preservativo: el tamaño no es un problema
20181221	La genética célula a célula, descubrimiento del año para 'Science'
20181221	Estas son las películas más esperadas del año que viene según IMDb
20181221	"Si el trap triunfa es porque no estás haciendo buen rap"
20181221	Emmanuel Macron rehabilita a Nicolas Sarkozy en Francia
20181221	Trump da Oriente Próximo a Rusia: "Que luchen otros"
20181221	Cinco narcopisos desmantelados y 16 personas detenidas
20181221	Santiago Muñoz Machado, nuevo director de la RAE
20181221	TRUMP CONVIERTE A PUTIN EN EL GRAN GENDARME
20181221	"Quieren forzar a aceptar el 'apartheid' de los españoles de Cataluña"
20181221	"Las manifestaciones sirven de poco cuando se tiene el mal al acecho"
20181221	"A miles de alcaldes y aspirantes socialistas les hierve la sangre jacobina"
20181221	El presidente de la Liga, Javier Tebas, imputado por alzamiento de bienes
20181221	El Barça vuelve a dar la espalda a La Masia
20181221	Pangos sacude el Buesa y cierra la crisis del Barça
20181221	Así salió Sergio Ramos a hacer turismo en Abu Dhabi
20181221	"Me critican, pero no puedo estar pendiente de todo lo que digan"
20181221	El Panathinaikos despide a Xavi Pascual tras la derrota ante el Madrid
20181221	Víctor Fernández: volver a entrenar (y gratis) sólo por amor a un equipo
20181221	Iniesta y Torres, dos milagros para Japón: un 40% más de público
20181221	Acuerdo histórico de Cuba con las Grandes Ligas: se acabaron las deserciones
