fecha_publicacion	titular_texto
20181219	España tiene 700.000 nóminas más públicas que privadas
20181219	La Comunidad de Madrid convoca en dos años 41.119 plazas públicas, que equivalen a la población de Soria
20181219	Fulgencio Coll: "Estoy con Vox porque son los más claros defendiendo la democracia"
20181219	Cortegana, un pueblo maldito por los Montoya tras el asesinato de Laura Luelmo
20181219	Laura murió de un golpe en la frente dos o tres días después de desaparecer
20181219	El Gobierno negocia con la Generalitat una 'minicumbre' de Estado
20181219	Japón se rearma frente a China
20181219	Así viven los comedores compulsivos: "Soy una enferma, soy adicta a la comida"
20181219	Investigan a Mas por contratar un 'lobby' americano para apoyar la independencia
20181219	Bruselas llega a un acuerdo con Italia para aprobar sus Presupuestos
20181219	¿Por qué la banca paga tan pocos impuestos?
20181219	Por qué los condes de Barcelona fueron de la orden de los templarios
20181219	Carmena veta una campaña del Metro en marquesinas de la EMT
20181219	Nicolás Maduro baraja darle a Putin una base aérea en Venezuela
20181219	España pone fin en la UE a 4 años de recortes a la cuota de merluza sur
20181219	Cuando el etiquetado confunde y los espárragos no son de Navarra sino de Perú
20181219	Minuto de silencio por Laura en un Congreso casi vacío
20181219	¡Cogeremos pistolas y os reventaremos la cabeza!
20181219	Laura Luelmo, la profesora que perseguía sus sueños
20181219	Un desnudo integral, protagonista de Les Normes de Castelló
20181219	Las 10 mejores películas de 2018
20181219	El árbol de Navidad más grande de Europa está en España
20181219	Los grandes libros de ensayo y no ficción de este año
20181219	¿Cuántas veces vas a mirar el móvil durante la cena de Nochebuena?
20181219	Llega la planta comestible que crece incluso sin agua
20181219	Receta de Navidad: solomillo Wellington de cerdo ibérico
20181219	"Roma duró 1.000 años y la Unión Europea se nos rompe tras 60"
20181219	Sabrina y su pezón y otras anécdotas de la Navidad televisada
20181219	Muere Penny Marshall, directora de 'Big' y 'Ellas dan el golpe'
20181219	La ministra Ribera insiste: prohibiría los toros y la caza
20181219	Dimite el primer ministro belga tras dejarle sus socios
20181219	Cuba elimina el matrimonio gay de su Constitución
20181219	Ex jefe de la Fed a los inversores: "Corran en busca de refugio"
20181219	HAY DOS ESPAÑAS EN EL EMPLEO
20181219	"Cs corteja al partido más corrupto de Europa"
20181219	"El presidente confía en la carta clave: el indulto"
20181219	"A Ciudadanos le da asquito negociar con Vox"
20181219	Mundial de Clubes: El Madrid, ante el vértigo del desierto
20181219	El fiasco mundial de River: Eliminado por el Al Ain en los penaltis
20181219	¿Volverá Mourinho al Bernabéu?
20181219	El sueño prohibido de Florentino
20181219	Euroliga: El Barcelona de Pesic, en caída libre
20181219	Víctor Fernández y el eterno retorno
20181219	Marc Soler: "Indurain sólo hay uno"
20181219	Pequeña historia de un gran patinazo argentino
20181219	Muere María Jesús Rosa, la primera española campeona de boxeo
